id,x animation,y animation,z animation,x simulation, y simulation,z simulation,vitesse animation,EC animation,ECA animation,EP animation,vitesse simulation,EC simulation,ECA simulation,EP simulation,travail,erreur
head,0,2.577,0,0,2.94283,0,3,44.604,0,-250.324,0.98,4.75974,0,-250.324,-75.3805,0.395329
head,0,2.229,0,-0.000594964,2.36203,-0.000684708,2.99999,44.6037,0,-216.52,0.193548,0.185656,0,-216.52,-57.3399,1.20947
head,0,1.875,0,0.0102157,2.32719,-0.0189449,3,44.604,0,-182.133,0.284154,0.400165,0,-182.133,-88.1281,0.820871
head,0,1.524,0,0.0436798,2.2595,-0.0177457,3.00001,44.6042,0,-148.038,0.464389,1.0688,0,-148.038,-114.98,0.684407
head,0,1.128,0,-0.00909667,2.22937,0.00127835,3.00001,44.6042,0,-109.571,0.10059,0.0501463,0,-109.571,-151.539,0.537907
head,0,0.774,0,0.0099105,2.14909,-0.00802529,3.18748,50.353,0,-75.1845,0.226023,0.253184,0,-75.1845,-183.673,0.460006
head,0,0.426,0,0.00777627,2.08262,-0.00498847,2.99999,44.6037,0,-41.3806,0.184247,0.168241,0,-41.3806,-205.355,0.404798
head,0,0.0749998,0,0.00956179,2.02922,-0.00251046,3.00001,44.6042,0,-7.2853,0.196979,0.192296,0,-7.2853,-234.241,0.363306
head,0.620676,0.368313,0.233095,0.00765259,1.99381,-0.000131176,7.90039,309.334,0,-35.777,0.154234,0.117893,0,-35.777,-467.113,0.33237
head,1.35126,0.801848,0.507468,1.37497,2.28534,0.516371,7.90039,309.334,0,-77.8896,7.41285,272.334,0,-77.8896,-181.104,1.04514
head,2.10771,1.25073,0.791553,2.10556,2.33736,0.790744,7.9004,309.335,0,-121.493,7.41285,272.334,0,-121.493,-142.554,1.62625
head,2.86416,1.69961,1.07564,2.86201,2.44848,1.07483,7.90038,309.334,0,-165.096,7.41286,272.335,0,-165.096,-109.743,2.10721
head,3.60768,2.14082,1.35487,3.61846,2.5533,1.35891,7.9004,309.336,0,-207.954,7.41284,272.333,0,-207.954,-77.07,2.51043
head,4.36413,2.5897,1.63895,4.36198,2.67719,1.63814,7.90039,309.335,0,-251.557,7.41286,272.335,0,-251.557,-45.498,2.85311
head,5.12058,3.03858,1.92304,5.11842,2.96108,1.92223,7.90038,309.334,0,-295.161,7.41285,272.334,0,-295.161,-29.4717,3.14667
head,5.87703,3.48746,2.20712,5.87487,3.40996,2.20631,7.90038,309.333,0,-338.764,7.41284,272.333,0,-338.764,-29.4719,3.40022
head,6.46538,4.00159,2.42808,6.63132,3.85884,2.4904,6.875,234.248,0,-388.705,7.41284,272.333,0,-388.705,51.9516,3.6198
head,6.46538,4.80597,2.42808,6.46538,4.72745,2.42808,6.87501,234.249,0,-466.84,5.73166,162.814,0,-466.84,-63.8082,3.73705
head,6.46538,5.61034,2.42808,6.46538,5.53183,2.42808,6.87498,234.247,0,-544.975,5.73168,162.815,0,-544.975,-63.8054,3.84021
head,6.46538,6.41472,2.42808,6.46538,6.3362,2.42808,6.87501,234.249,0,-623.11,5.73164,162.813,0,-623.11,-63.8089,3.93182
head,6.46538,7.21909,2.42808,6.46538,7.14058,2.42808,6.87501,234.249,0,-701.245,5.73167,162.815,0,-701.245,-63.8075,4.0129
head,6.46538,8.01659,2.42808,6.46538,7.94496,2.42808,6.87498,234.247,0,-778.713,5.73168,162.815,0,-778.713,-64.4732,4.08501
head,6.46538,8.82097,2.42808,6.46538,8.74245,2.42808,6.87504,234.251,0,-856.848,5.73164,162.813,0,-856.848,-63.8109,4.1495
head,6.46538,9.61847,2.42808,6.46538,9.54683,2.42808,6.87504,234.251,0,-934.315,5.7317,162.817,0,-934.315,-64.4761,4.20673
head,6.46538,10.4228,2.42808,6.46538,10.3443,2.42808,6.87498,234.247,0,-1012.45,5.7317,162.817,0,-1012.45,-63.8042,4.25813
