id,x animation,y animation,z animation,x simulation, y simulation,z simulation,vitesse animation,EC animation,ECA animation,EP animation,vitesse simulation,EC simulation,ECA simulation,EP simulation,travail,erreur
head,0,2.652,0,0,2.95917,0,3.00001,44.6042,0,-257.609,0.816667,3.30538,0,-257.609,-71.1363,0.335246
head,0,2.295,0,0.000136635,2.36856,0.000471906,3.18749,50.3535,0,-222.931,0.198723,0.195717,0,-222.931,-57.3028,1.54611
head,0,1.944,0,0.00580878,2.33941,-0.016147,3.1875,50.3537,0,-188.836,0.23653,0.277271,0,-188.836,-88.4859,0.994587
head,0,1.593,0,0.0397053,2.27321,-0.0169933,3.00001,44.6042,0,-154.74,0.435865,0.941532,0,-154.74,-109.736,0.796464
head,0,1.242,0,0.064526,2.19859,-0.0140265,3.00001,44.6042,0,-120.645,0.679167,2.28604,0,-120.645,-135.239,0.73139
head,0,0.891,0,0.00915718,2.17084,-0.00852065,3.18749,50.3535,0,-86.5496,0.224461,0.249698,0,-86.5496,-174.424,0.616456
head,0,0.543,0,0.0119574,2.10292,-0.00771752,3.00001,44.6042,0,-52.7457,0.239898,0.285222,0,-52.7457,-195.846,0.536537
head,0,0.192,0,0.00955584,2.04717,-0.00324786,3.00001,44.6042,0,-18.6504,0.19537,0.189168,0,-18.6504,-224.622,0.476562
head,0.3362,0.199503,0.12626,0.00889394,1.9951,-0.000275966,7.90039,309.334,0,-19.3792,0.15838,0.124318,0,-19.3792,-483.63,0.43312
head,1.09911,0.652221,0.412773,1.09049,2.26613,0.409535,7.90039,309.334,0,-63.3552,7.41285,272.334,0,-63.3552,-193.772,1.15825
head,1.85556,1.1011,0.696858,1.85341,2.29862,0.696049,7.90039,309.334,0,-106.958,7.41285,272.334,0,-106.958,-153.325,1.74536
head,2.61201,1.54998,0.980943,2.60986,2.41262,0.980134,7.90039,309.334,0,-150.562,7.41285,272.334,0,-150.562,-120.794,2.22896
head,3.36846,1.99887,1.26503,3.36631,2.51536,1.26422,7.9004,309.335,0,-194.165,7.41285,272.334,0,-194.165,-87.1728,2.63302
head,4.22836,2.50913,1.58796,4.23052,2.69313,1.58877,7.90036,309.332,0,-243.731,7.35509,268.107,0,-243.731,-59.0977,3.01672
head,4.99127,2.96185,1.87447,4.98265,2.88051,1.87124,7.90041,309.336,0,-287.707,7.41282,272.331,0,-287.707,-29.1035,3.3032
head,5.74772,3.41073,2.15856,5.74557,3.33323,2.15775,7.90039,309.335,0,-331.31,7.41287,272.336,0,-331.31,-29.4707,3.54944
head,6.46538,3.86409,2.42808,6.50201,3.78211,2.44183,6.87335,234.136,0,-375.349,7.41285,272.334,0,-375.349,46.161,3.76284
head,6.46538,4.66847,2.42808,7.01852,4.33,2.63581,6.87498,234.247,0,-453.484,6.15828,187.954,0,-453.484,-13.4158,3.88512
head,6.46538,5.47972,2.42808,6.46538,5.39433,2.42808,6.87501,234.249,0,-532.287,5.73165,162.814,0,-532.287,-63.1409,3.98175
head,6.46538,6.28409,2.42808,6.46538,6.20558,2.42808,6.87498,234.247,0,-610.422,5.73168,162.815,0,-610.422,-63.8056,4.0669
head,6.46538,7.08847,2.42808,6.46538,7.00995,2.42808,6.87501,234.249,0,-688.557,5.73165,162.814,0,-688.557,-63.8087,4.14229
head,6.46538,7.89284,2.42808,6.46538,7.81433,2.42808,6.87495,234.245,0,-766.692,5.73168,162.815,0,-766.692,-63.8036,4.20947
head,6.46538,8.69722,2.42808,6.46538,8.6187,2.42808,6.87498,234.247,0,-844.827,5.73162,162.812,0,-844.827,-63.8082,4.26869
head,6.46538,9.50159,2.42808,6.46538,9.42308,2.42808,6.87498,234.247,0,-922.962,5.73165,162.814,0,-922.962,-63.807,4.32133
head,6.46538,10.306,2.42808,6.46538,10.2275,2.42808,6.87498,234.247,0,-1001.1,5.73165,162.814,0,-1001.1,-63.807,4.3684
