id,x animation,y animation,z animation,x simulation, y simulation,z simulation,vitesse animation,EC animation,ECA animation,EP animation,vitesse simulation,EC simulation,ECA simulation,EP simulation,travail,erreur
head,0,2.682,0,0,2.99183,0,3.10715,47.847,0,-260.523,0.326667,0.52886,0,-260.523,-77.4146,0.172112
head,0,2.313,0,0.000863409,2.38319,0.00155519,3.15789,49.4226,0,-224.679,0.0582499,0.016816,0,-224.679,-56.224,1.73109
head,0,1.968,0,0.00607296,2.33515,-0.00880717,3,44.6041,0,-191.167,0.187084,0.173461,0,-191.167,-80.0952,1.05374
head,0,1.617,0,0.0351546,2.28008,-0.0169651,3.00001,44.6043,0,-157.072,0.401324,0.798219,0,-157.072,-108.216,0.808714
head,0,1.266,0,0.0630559,2.20475,-0.0140042,3.00001,44.6042,0,-122.976,0.664506,2.18841,0,-122.976,-133.604,0.721425
head,0,0.918,0,0.0114387,2.16638,-0.0113034,3.00001,44.6042,0,-89.1723,0.2775,0.381644,0,-89.1723,-165.487,0.616585
head,0,0.564,0,0.0118191,2.10825,-0.00755954,2.99998,44.6035,0,-54.7856,0.238318,0.281478,0,-54.7856,-194.326,0.532649
head,0,0.201,0,0.00954222,2.05043,-0.00337888,3,44.604,0,-19.5247,0.195318,0.189068,0,-19.5247,-224.064,0.471893
head,0.278011,0.164974,0.104407,-0.00493537,2.01593,-0.000502784,7.90039,309.334,0,-16.0251,0.128682,0.082067,0,-16.0251,-489.049,0.427681
head,1.07325,0.636874,0.403061,1.03231,2.24978,0.387683,8.2766,339.496,0,-61.8645,7.41285,272.334,0,-61.8645,-223.836,1.17588
head,1.79091,1.06274,0.672577,1.86347,2.31294,0.699825,7.9004,309.335,0,-103.232,7.78579,300.425,0,-103.232,-130.352,1.81171
head,2.56676,1.52313,0.963946,2.5452,2.4032,0.955853,7.90039,309.334,0,-147.953,7.41286,272.335,0,-147.953,-122.488,2.3023
head,3.29734,1.95666,1.23832,3.32105,2.50612,1.24722,7.90038,309.334,0,-190.066,7.41285,272.334,0,-190.066,-90.3727,2.70892
head,4.07319,2.41705,1.52969,4.05164,2.63972,1.52159,8.33929,344.659,0,-234.787,7.41284,272.333,0,-234.787,-93.9553,3.05277
head,4.81671,2.85826,1.80892,4.86939,2.8133,1.8287,7.90041,309.336,0,-277.645,7.84797,305.243,0,-277.645,0.274109,3.37461
head,5.59255,3.31865,2.10029,5.571,3.22964,2.09219,7.90039,309.334,0,-322.366,7.41288,272.336,0,-322.366,-28.3523,3.62276
head,6.3296,3.75602,2.37709,6.34685,3.69003,2.38356,7.90036,309.332,0,-364.851,7.41285,272.334,0,-364.851,-30.5882,3.83539
head,6.46538,4.50347,2.42808,7.08389,4.1274,2.66036,6.87499,234.248,0,-437.456,7.41282,272.332,0,-437.456,74.6137,4.02351
head,6.46538,5.30097,2.42808,6.46538,5.22933,2.42808,6.87501,234.249,0,-514.923,5.73166,162.814,0,-514.923,-64.4763,4.11308
head,6.46538,6.11909,2.42808,6.46538,6.02683,2.42808,6.87499,234.248,0,-594.394,5.73168,162.815,0,-594.394,-62.4707,4.19241
head,6.46538,6.89597,2.42808,6.46538,6.84495,2.42808,6.87504,234.251,0,-669.858,5.73166,162.814,0,-669.858,-66.4815,4.26178
head,6.46538,7.81034,2.42808,6.46538,7.71464,2.42808,6.87501,234.249,0,-758.678,5.56837,153.669,0,-758.678,-71.2833,4.32766
head,6.46538,8.61472,2.42808,6.46538,8.53621,2.42808,6.87493,234.244,0,-836.813,5.73168,162.815,0,-836.813,-63.8023,4.38209
head,6.46538,9.42597,2.42808,6.46538,9.34057,2.42808,7.30467,264.443,0,-915.616,5.7316,162.811,0,-915.616,-93.3372,4.4296
head,6.46538,10.2372,2.42808,6.46538,10.202,2.42808,6.87499,234.248,0,-994.419,6.16133,188.14,0,-994.419,-42.6826,4.48953
