id,x animation,y animation,z animation,x simulation, y simulation,z simulation,vitesse animation,EC animation,ECA animation,EP animation,vitesse simulation,EC simulation,ECA simulation,EP simulation,travail,erreur
head,0,2.67,0,0,2.98367,0,2.99999,44.6036,0,-259.357,0.49,1.18994,0,-259.357,-73.8825,0.167166
head,0,2.319,0,0.000384887,2.38063,0.000638884,3.00001,44.6042,0,-225.262,0.0556937,0.0153725,0,-225.262,-50.575,1.71644
head,0,1.968,0,0.00526512,2.3379,-0.00974266,3.00001,44.6042,0,-191.167,0.195934,0.190262,0,-191.167,-80.3455,1.02994
head,0,1.617,0,0.0351546,2.28008,-0.0169651,3,44.604,0,-157.072,0.401325,0.798221,0,-157.072,-108.215,0.77406
head,0,1.269,0,0.0630556,2.20475,-0.0140042,3.00001,44.6042,0,-123.268,0.664504,2.1884,0,-123.268,-133.313,0.690908
head,0,0.915,0,0.0114055,2.16697,-0.011317,3.00001,44.6042,0,-88.8809,0.277415,0.381409,0,-88.8809,-165.836,0.588661
head,0,0.567,0,0.0118337,2.10764,-0.00753903,3.00001,44.6042,0,-55.077,0.238312,0.281465,0,-55.077,-193.976,0.510575
head,0,0.21,0,0.00954001,2.05089,-0.00339756,3.00001,44.6042,0,-20.3989,0.195317,0.189064,0,-20.3989,-223.235,0.453536
head,0.297407,0.176483,0.111691,-0.00470794,2.01617,-0.000550972,7.90039,309.334,0,-17.1432,0.118072,0.0690918,0,-17.1432,-487.968,0.410085
head,1.04739,0.621528,0.393348,1.0517,2.25035,0.394967,7.90039,309.334,0,-60.3738,7.41285,272.334,0,-60.3738,-195.221,1.15196
head,1.80384,1.07041,0.677433,1.80169,2.31684,0.676624,7.9004,309.335,0,-103.977,7.41285,272.334,0,-103.977,-158.077,1.74921
head,2.56029,1.51929,0.961518,2.55814,2.40509,0.960709,7.90038,309.334,0,-147.58,7.41286,272.334,0,-147.58,-123.044,2.23914
head,3.31674,1.96817,1.2456,3.31458,2.50477,1.24479,7.90039,309.335,0,-191.184,7.41285,272.334,0,-191.184,-89.125,2.64744
head,4.07965,2.42089,1.53212,4.07103,2.64287,1.52888,7.90036,309.333,0,-235.159,7.41285,272.334,0,-235.159,-58.5606,2.99157
head,4.82964,2.86594,1.81377,4.83395,2.79227,1.81539,7.90036,309.332,0,-278.39,7.41283,272.332,0,-278.39,-29.8441,3.28466
head,5.59902,3.32249,2.10271,5.58393,3.23731,2.09705,7.90038,309.334,0,-322.739,7.41282,272.332,0,-322.739,-28.7283,3.53689
head,6.349,3.76753,2.38437,6.35331,3.69387,2.38599,7.90038,309.334,0,-365.969,7.41284,272.333,0,-365.969,-29.8448,3.75454
head,6.46538,4.51034,2.42808,7.10329,4.13891,2.66764,6.87501,234.249,0,-438.124,7.41284,272.333,0,-438.124,74.1639,3.94409
head,6.46538,5.31472,2.42808,6.46538,5.23621,2.42808,6.87501,234.249,0,-516.259,5.73168,162.815,0,-516.259,-63.8075,4.03707
head,6.46538,6.11909,2.42808,6.46538,6.04058,2.42808,6.87498,234.247,0,-594.394,5.73168,162.815,0,-594.394,-63.8056,4.11858
head,6.46538,6.91659,2.42808,6.46538,6.84495,2.42808,6.87504,234.251,0,-671.861,5.73165,162.814,0,-671.861,-64.4784,4.19045
head,6.46538,7.72097,2.42808,6.46538,7.64246,2.42808,6.87498,234.247,0,-749.996,5.7317,162.817,0,-749.996,-63.8041,4.25423
head,6.46538,8.52534,2.42808,6.46538,8.44683,2.42808,6.87498,234.247,0,-828.131,5.73164,162.813,0,-828.131,-63.8069,4.31064
head,6.46538,9.32972,2.42808,6.46538,9.2512,2.42808,6.87498,234.247,0,-906.266,5.73164,162.813,0,-906.266,-63.8069,4.3605
head,6.46538,10.141,2.42808,6.46538,10.0556,2.42808,6.87504,234.251,0,-985.069,5.73164,162.813,0,-985.069,-63.1431,4.40504
