id,x animation,y animation,z animation,x simulation, y simulation,z simulation,vitesse animation,EC animation,ECA animation,EP animation,vitesse simulation,EC simulation,ECA simulation,EP simulation,travail,erreur
head,0,2.589,0,0,2.95917,0,3,44.604,0,-251.489,0.816667,3.30538,0,-251.489,-77.2557,0.330112
head,0,2.244,0,-0.000495541,2.36873,-0.000396263,3.00001,44.6042,0,-217.977,0.109658,0.0595949,0,-217.977,-56.6601,1.22198
head,0,1.884,0,0.00899744,2.33014,-0.0183462,3,44.604,0,-183.007,0.274392,0.373142,0,-183.007,-87.5682,0.805087
head,0,1.533,0,0.0428891,2.26156,-0.0176645,3.17647,50.0059,0,-148.912,0.458331,1.0411,0,-148.912,-119.735,0.665645
head,0,1.188,0,-0.00216611,2.22792,-0.00242047,2.99999,44.6038,0,-115.399,0.1349,0.0901893,0,-115.399,-145.529,0.533359
head,0,0.837,0,0.00950927,2.1606,-0.00828051,3.00001,44.6042,0,-81.3042,0.224976,0.250844,0,-81.3042,-172.925,0.452855
head,0,0.486,0,-0.0019368,2.10214,-0.00235126,2.99999,44.6037,0,-47.2089,0.114579,0.0650638,0,-47.2089,-201.526,0.393149
head,0,0.135,0,0.00957379,2.03838,-0.00288967,3.17648,50.0061,0,-13.1136,0.195856,0.190109,0,-13.1136,-234.706,0.351666
head,0.452576,0.268562,0.169965,0.00871218,1.99325,-0.000285409,7.90039,309.334,0,-26.0874,0.200119,0.198475,0,-26.0874,-476.668,0.321142
head,1.22842,0.728953,0.461334,1.20687,2.27381,0.453241,7.90039,309.335,0,-70.8087,7.41285,272.334,0,-70.8087,-187.065,1.05764
head,1.96547,1.16632,0.738135,1.98272,2.31855,0.74461,7.90039,309.335,0,-113.294,7.41285,272.334,0,-113.294,-148.925,1.65294
head,2.72839,1.61904,1.02465,2.71977,2.42843,1.02141,7.90037,309.333,0,-157.27,7.41285,272.334,0,-157.27,-115.621,2.14376
head,3.47837,2.06409,1.3063,3.48268,2.51968,1.30792,7.90038,309.334,0,-200.5,7.41283,272.333,0,-200.5,-81.2565,2.55401
head,4.24129,2.51681,1.59282,4.23267,2.64421,1.58958,8.36512,346.797,0,-244.476,7.41284,272.333,0,-244.476,-86.8395,2.90142
head,4.99127,2.96185,1.87447,5.03995,2.91452,1.89276,7.90041,309.336,0,-287.707,7.87359,307.239,0,-287.707,2.50113,3.22934
head,5.74772,3.41073,2.15856,5.74557,3.33323,2.15775,8.39417,349.21,0,-331.31,7.41287,272.336,0,-331.31,-69.3459,3.48261
head,6.46538,3.85722,2.42808,6.54916,3.81009,2.45954,7.09067,249.176,0,-374.681,7.9024,309.492,0,-374.681,64.8937,3.73114
head,6.46538,4.66159,2.42808,7.06882,4.29949,2.6547,6.87498,234.247,0,-452.816,6.43601,205.289,0,-452.816,6.2151,3.87057
head,6.46538,5.46597,2.42808,6.46538,5.38745,2.42808,6.87498,234.247,0,-530.951,5.73164,162.813,0,-530.951,-63.807,3.96851
head,6.46538,6.27722,2.42808,6.46538,6.19183,2.42808,6.87499,234.247,0,-609.754,5.73165,162.814,0,-609.754,-63.1393,4.0552
head,6.46538,7.08159,2.42808,6.46538,7.00308,2.42808,6.87501,234.249,0,-687.889,5.73165,162.814,0,-687.889,-63.8086,4.13197
head,6.46538,7.87909,2.42808,6.46538,7.80746,2.42808,6.87501,234.249,0,-765.356,5.73168,162.815,0,-765.356,-64.4754,4.19984
head,6.46538,8.68347,2.42808,6.46538,8.60496,2.42808,6.87498,234.247,0,-843.491,5.73168,162.815,0,-843.491,-63.8057,4.26013
head,6.46538,9.48097,2.42808,6.46538,9.40933,2.42808,6.87504,234.251,0,-920.959,5.73165,162.814,0,-920.959,-64.4785,4.31366
head,6.46538,10.2853,2.42808,6.46538,10.2068,2.42808,6.87498,234.247,0,-999.094,5.7317,162.817,0,-999.094,-63.8045,4.36135
