id,x animation,y animation,z animation,x simulation, y simulation,z simulation,vitesse animation,EC animation,ECA animation,EP animation,vitesse simulation,EC simulation,ECA simulation,EP simulation,travail,erreur
head,0,2.619,0,0,2.97278,0,3,44.604,0,-254.403,0.653333,2.11544,0,-254.403,-76.8537,0.258485
head,0,2.292,0,-0.000123666,2.36866,0,3.00001,44.6042,0,-222.639,0.00749304,0.000278258,0,-222.639,-52.05,1.79174
head,0,1.923,0,0.00573238,2.33921,-0.0159381,3,44.604,0,-186.796,0.222803,0.246022,0,-186.796,-84.7873,1.07569
head,0,1.572,0,0.0393726,2.2703,-0.0173268,3,44.6039,0,-152.7,0.431877,0.924383,0,-152.7,-111.511,0.835984
head,0,1.227,0,0.0657967,2.1931,-0.0140509,2.99999,44.6038,0,-119.188,0.691784,2.37177,0,-119.188,-136.077,0.75961
head,0,0.87,0,0.00925212,2.168,-0.00844929,3,44.6039,0,-84.5097,0.224508,0.2498,0,-84.5097,-170.439,0.636764
head,0,0.477,0,0.00584594,2.10281,-0.00541203,3,44.6039,0,-46.3346,0.169108,0.141729,0,-46.3346,-202.39,0.539007
head,0,0.0840001,0,0.0129116,2.03481,-0.0038862,2.99999,44.6037,0,-8.15957,0.247604,0.303841,0,-8.15957,-233.797,0.470882
head,0.568953,0.33762,0.213671,0.00814993,1.99387,-0.000161549,7.90039,309.334,0,-32.7956,0.164884,0.134737,0,-32.7956,-470.083,0.426722
head,1.35126,0.801848,0.507468,1.32325,2.28174,0.496946,7.90039,309.335,0,-77.8896,7.41285,272.334,0,-77.8896,-180.754,1.15174
head,2.10125,1.24689,0.789125,2.10556,2.33736,0.790744,7.90039,309.334,0,-121.12,7.41285,272.334,0,-121.12,-142.926,1.73792
head,2.87709,1.70728,1.08049,2.85554,2.44758,1.0724,7.90039,309.334,0,-165.841,7.41285,272.334,0,-165.841,-108.911,2.22112
head,3.60768,2.14082,1.35487,3.63139,2.55634,1.36377,7.90041,309.336,0,-207.954,7.41285,272.334,0,-207.954,-77.3651,2.6241
head,4.36413,2.5897,1.63895,4.36198,2.67719,1.63814,7.90039,309.334,0,-251.557,7.41287,272.335,0,-251.557,-45.4975,2.96581
head,5.12058,3.03858,1.92304,5.11843,2.96108,1.92223,7.9004,309.335,0,-295.161,7.41285,272.334,0,-295.161,-29.4727,3.25766
head,5.98047,3.54885,2.24597,5.98263,3.45213,2.24678,7.90039,309.334,0,-344.727,7.35509,268.106,0,-344.727,-31.833,3.53935
head,6.46538,4.22847,2.42808,6.84252,3.96239,2.56971,6.87497,234.246,0,-410.743,7.35508,268.106,0,-410.743,59.7053,3.77855
head,6.46538,5.03284,2.42808,6.46538,4.95433,2.42808,6.87501,234.249,0,-488.878,5.73164,162.813,0,-488.878,-63.8091,3.8865
head,6.46538,5.85097,2.42808,6.46538,5.7587,2.42808,6.87501,234.249,0,-568.349,5.73167,162.815,0,-568.349,-62.472,3.9817
head,6.46538,6.64847,2.42808,6.46538,6.57683,2.42808,6.87498,234.247,0,-645.816,5.73168,162.815,0,-645.816,-64.4731,4.06508
head,6.46538,7.44597,2.42808,6.46538,7.37433,2.42808,6.87497,234.246,0,-723.284,5.73164,162.813,0,-723.284,-64.474,4.13894
head,6.46538,8.26409,2.42808,6.46538,8.17183,2.42808,6.87504,234.251,0,-802.754,5.73164,162.813,0,-802.754,-62.4757,4.20535
head,6.46538,9.06159,2.42808,6.46538,8.98996,2.42808,6.87504,234.251,0,-880.221,5.7317,162.817,0,-880.221,-64.4761,4.26341
head,6.46538,9.86597,2.42808,6.46538,9.78746,2.42808,6.87499,234.247,0,-958.357,5.7317,162.817,0,-958.357,-63.8047,4.31567
head,6.46538,10.6841,2.42808,6.46538,10.5918,2.42808,6.87499,234.248,0,-1037.83,5.73165,162.814,0,-1037.83,-62.4715,4.36241
