id,x animation,y animation,z animation,x simulation, y simulation,z simulation,vitesse animation,EC animation,ECA animation,EP animation,vitesse simulation,EC simulation,ECA simulation,EP simulation,travail,erreur
head,0,2.658,0,0,2.92378,0,3.00001,44.6042,0,-258.192,1.14333,6.47854,0,-258.192,-63.9427,0.381024
head,0,2.307,0,0.000218398,2.37258,0.000527448,3.00001,44.6042,0,-224.096,0.147627,0.10801,0,-224.096,-50.8665,1.38611
head,0,1.956,0,0.00496209,2.34196,-0.015157,2.99999,44.6038,0,-190.001,0.211603,0.221909,0,-190.001,-81.8729,0.939628
head,0,1.608,0,0.036294,2.2775,-0.0170587,2.99999,44.6037,0,-156.197,0.409438,0.830822,0,-156.197,-108.807,0.76193
head,0,1.257,0,0.0636125,2.20245,-0.0140119,2.99999,44.6038,0,-122.102,0.670044,2.22504,0,-122.102,-134.218,0.706229
head,0,0.903,0,0.0115385,2.16459,-0.0112619,3.18751,50.354,0,-87.7152,0.277758,0.382353,0,-87.7152,-172.519,0.614582
head,0,0.552,0,0.0119231,2.10539,-0.00781456,2.99999,44.6038,0,-53.62,0.24024,0.286036,0,-53.62,-195.21,0.53823
head,0,0.204,0,0.00955046,2.04856,-0.00330408,3.00001,44.6042,0,-19.8161,0.19534,0.18911,0,-19.8161,-223.592,0.480338
head,0.316804,0.187993,0.118976,-0.00485911,2.01601,-0.000517892,7.90039,309.334,0,-18.2612,0.125144,0.0776154,0,-18.2612,-486.826,0.437221
head,1.07325,0.636874,0.403061,1.0711,2.26488,0.402251,7.90038,309.334,0,-61.8645,7.41285,272.334,0,-61.8645,-195.14,1.14106
head,1.82324,1.08192,0.684717,1.82755,2.29463,0.686336,7.90039,309.335,0,-105.095,7.41284,272.333,0,-105.095,-154.801,1.7146
head,2.58615,1.53464,0.97123,2.57753,2.40792,0.967993,7.90039,309.335,0,-149.071,7.41285,272.334,0,-149.071,-121.829,2.18968
head,3.3426,1.98352,1.25532,3.34045,2.51012,1.25451,7.90039,309.334,0,-192.674,7.41285,272.334,0,-192.674,-88.1529,2.58835
head,4.09905,2.4324,1.5394,4.09689,2.64697,1.53859,7.9004,309.335,0,-236.278,7.41285,272.334,0,-236.278,-57.8437,2.92664
head,4.86196,2.88512,1.82591,4.85335,2.80378,1.82268,7.90036,309.332,0,-280.253,7.41286,272.335,0,-280.253,-29.0963,3.21706
head,5.61195,3.33016,2.10757,5.61626,3.2565,2.10919,7.90036,309.332,0,-323.484,7.41282,272.332,0,-323.484,-29.8448,3.46729
head,6.3684,3.77904,2.39165,6.36624,3.70154,2.39084,7.9004,309.335,0,-367.087,7.41282,272.332,0,-367.087,-29.4749,3.68459
head,6.46538,4.53097,2.42808,7.12269,4.15043,2.67493,6.87501,234.249,0,-440.127,7.41286,272.334,0,-440.127,75.0502,3.87462
head,6.46538,5.33534,2.42808,6.46538,5.25683,2.42808,6.87501,234.249,0,-518.263,5.73167,162.815,0,-518.263,-63.8075,3.97129
head,6.46538,6.13972,2.42808,6.46538,6.06121,2.42808,6.87498,234.247,0,-596.398,5.73168,162.815,0,-596.398,-63.8056,4.05688
head,6.46538,6.94409,2.42808,6.46538,6.86558,2.42808,6.87498,234.247,0,-674.533,5.73165,162.814,0,-674.533,-63.8069,4.1328
head,6.46538,7.74847,2.42808,6.46538,7.66995,2.42808,6.87504,234.251,0,-752.668,5.73165,162.814,0,-752.668,-63.8106,4.20025
head,6.46538,8.55284,2.42808,6.46538,8.47433,2.42808,6.87498,234.247,0,-830.803,5.7317,162.817,0,-830.803,-63.8044,4.26004
head,6.46538,9.36409,2.42808,6.46538,9.2787,2.42808,6.87504,234.251,0,-909.606,5.73165,162.814,0,-909.606,-63.1429,4.31373
head,6.46538,10.1685,2.42808,6.46538,10.09,2.42808,6.87504,234.251,0,-987.741,5.7317,162.817,0,-987.741,-63.8082,4.36111
