id,x animation,y animation,z animation,x simulation, y simulation,z simulation,vitesse animation,EC animation,ECA animation,EP animation,vitesse simulation,EC simulation,ECA simulation,EP simulation,travail,erreur
head,0,2.592,0,0,2.95917,0,3,44.604,0,-251.781,0.816667,3.30538,0,-251.781,-76.9643,0.310171
head,0,2.241,0,-0.000468412,2.3704,-0.000326439,2.99999,44.6038,0,-217.685,0.0886767,0.0389718,0,-217.685,-57.1342,1.2243
head,0,1.89,0,0.00923475,2.32956,-0.0184761,3,44.604,0,-183.59,0.276898,0.379989,0,-183.59,-86.9216,0.807683
head,0,1.539,0,0.0423575,2.26292,-0.017611,3,44.604,0,-149.495,0.454281,1.02277,0,-149.495,-113.901,0.666668
head,0,1.185,0,0.00140519,2.22772,-0.00528336,3,44.6039,0,-115.108,0.167892,0.139698,0,-115.108,-145.752,0.540326
head,0,0.837,0,0.00952958,2.16003,-0.00826821,3.00001,44.6042,0,-81.3042,0.225028,0.250961,0,-81.3042,-172.869,0.459193
head,0,0.483,0,-0.0019368,2.10214,-0.00235126,3.18749,50.3535,0,-46.9175,0.114579,0.0650638,0,-46.9175,-207.568,0.398917
head,0,0.135,0,0.00957346,2.03792,-0.00287076,2.99999,44.6038,0,-13.1136,0.195897,0.190189,0,-13.1136,-229.259,0.357048
head,0.459042,0.272398,0.172393,0.00871065,1.99325,-0.000285393,8.39416,349.209,0,-26.4601,0.200096,0.19843,0,-26.4601,-516.171,0.325514
head,1.21549,0.72128,0.456478,1.26048,2.29737,0.473374,8.36511,346.797,0,-70.0634,7.90239,309.491,0,-70.0634,-190.403,1.11162
head,1.96547,1.16632,0.738135,2.01415,2.33909,0.756417,7.90039,309.334,0,-113.294,7.87358,307.239,0,-113.294,-116.016,1.74541
head,2.72192,1.61521,1.02222,2.71977,2.42843,1.02141,8.46471,355.104,0,-156.897,7.41285,272.334,0,-156.897,-161.765,2.22837
head,3.47191,2.06025,1.30388,3.5301,2.54745,1.32573,7.90038,309.334,0,-200.128,7.97238,314.998,0,-200.128,-41.6606,2.67584
head,4.22189,2.5053,1.58553,4.2262,2.65618,1.58715,7.90038,309.333,0,-243.358,7.41284,272.333,0,-243.358,-51.6564,3.01366
head,4.98481,2.95801,1.87205,4.97618,2.87667,1.86881,7.90039,309.335,0,-287.334,7.41284,272.333,0,-287.334,-29.1007,3.30281
head,5.74126,3.40689,2.15613,5.7391,3.3294,2.15532,7.90041,309.336,0,-330.938,7.41285,272.334,0,-330.938,-29.4739,3.5513
head,6.46538,3.86409,2.42808,6.49555,3.77828,2.43941,6.92492,237.662,0,-375.349,7.41287,272.336,0,-375.349,43.0094,3.76694
head,6.46538,4.66159,2.42808,7.0311,4.32409,2.64053,6.87498,234.247,0,-452.816,6.22509,192.053,0,-452.816,-9.4099,3.89335
head,6.46538,5.46597,2.42808,6.46538,5.38745,2.42808,6.87498,234.247,0,-530.951,5.73165,162.814,0,-530.951,-63.8069,3.99032
head,6.46538,6.27034,2.42808,6.46538,6.19183,2.42808,6.87498,234.247,0,-609.086,5.73165,162.814,0,-609.086,-63.8069,4.07593
head,6.46538,7.06784,2.42808,6.46538,6.9962,2.42808,6.87504,234.251,0,-686.553,5.73165,162.814,0,-686.553,-64.4784,4.15146
head,6.46538,7.87222,2.42808,6.46538,7.79371,2.42808,6.87498,234.247,0,-764.688,5.7317,162.817,0,-764.688,-63.8044,4.21842
head,6.46538,8.68347,2.42808,6.46538,8.59808,2.42808,7.2794,262.617,0,-843.491,5.73165,162.814,0,-843.491,-91.5085,4.27766
head,6.46538,9.48097,2.42808,6.46538,9.45651,2.42808,6.87498,234.247,0,-920.959,6.13606,186.6,0,-920.959,-45.2715,4.34752
head,6.46538,10.2853,2.42808,6.46538,10.2068,2.42808,6.87498,234.247,0,-999.094,5.73165,162.814,0,-999.094,-63.807,4.3941
