id,x animation,y animation,z animation,x simulation, y simulation,z simulation,vitesse animation,EC animation,ECA animation,EP animation,vitesse simulation,EC simulation,ECA simulation,EP simulation,travail,erreur
head,0,2.58,0,0,2.94283,0,3.00001,44.6042,0,-250.615,0.98,4.75974,0,-250.615,-75.0892,0.393156
head,0,2.232,0,-0.000571315,2.3637,-0.000611229,3.00001,44.6042,0,-216.811,0.172583,0.147614,0,-216.811,-57.2497,1.20293
head,0,1.878,0,0.00996853,2.32778,-0.0188307,3,44.604,0,-182.424,0.282499,0.395518,0,-182.424,-87.8993,0.816717
head,0,1.53,0,0.0434171,2.26019,-0.0177185,3.00001,44.6042,0,-148.621,0.462373,1.05954,0,-148.621,-114.474,0.679627
head,0,1.173,0,-0.00467598,2.22805,-0.00100135,3.17648,50.0061,0,-113.942,0.135398,0.0908567,0,-113.942,-152.4,0.546938
head,0,0.828,0,0.010031,2.15842,-0.00901958,2.99999,44.6038,0,-80.4299,0.234124,0.27166,0,-80.4299,-173.566,0.466605
head,0,0.474,0,-0.00378862,2.10057,0.000484154,3.18751,50.354,0,-46.0432,0.0684317,0.0232084,0,-46.0432,-208.331,0.405791
head,0,0.126,0,0.00957337,2.03654,-0.00281392,3.00001,44.6042,0,-12.2393,0.196027,0.190442,0,-12.2393,-229.999,0.363477
head,0.478438,0.283908,0.179678,0.0082901,1.99347,-0.000244323,7.90039,309.334,0,-27.5781,0.185202,0.169989,0,-27.5781,-475.228,0.331877
head,1.23489,0.732789,0.463762,1.23273,2.27555,0.462953,7.90039,309.334,0,-71.1814,7.41285,272.334,0,-71.1814,-186.861,1.0552
head,2.0172,1.19702,0.75756,1.98918,2.31954,0.747038,7.90038,309.334,0,-116.275,7.41285,272.334,0,-116.275,-146.04,1.64408
head,2.78658,1.65357,1.0465,2.77149,2.43578,1.04084,7.90038,309.334,0,-160.624,7.41284,272.333,0,-160.624,-112.982,2.12975
head,3.5107,2.08327,1.31845,3.54087,2.53448,1.32978,7.90039,309.334,0,-202.364,7.41284,272.333,0,-202.364,-80.8303,2.53517
head,4.26068,2.52831,1.6001,4.26499,2.65271,1.60172,7.9004,309.335,0,-245.594,7.41285,272.334,0,-245.594,-49.085,2.87823
head,5.01713,2.9772,1.88419,5.01498,2.8997,1.88338,7.90042,309.337,0,-289.198,7.41286,272.334,0,-289.198,-29.4744,3.17343
head,5.78005,3.42991,2.1707,5.77143,3.34858,2.16746,8.39419,349.212,0,-333.174,7.41288,272.336,0,-333.174,-68.9745,3.42709
head,6.46538,3.89847,2.42808,6.58149,3.82927,2.47168,6.29785,196.57,0,-378.688,7.90242,309.494,0,-378.688,119.646,3.67687
head,6.46538,4.70972,2.42808,6.76709,4.48254,2.54138,6.87501,234.249,0,-457.491,5.29419,138.909,0,-457.491,-73.2722,3.7638
head,6.46538,5.52097,2.42808,6.46538,5.43558,2.42808,6.87501,234.249,0,-536.294,5.73167,162.815,0,-536.294,-63.1398,3.86695
head,6.46538,6.32534,2.42808,6.46538,6.24683,2.42808,6.87497,234.247,0,-614.429,5.73168,162.815,0,-614.429,-63.8051,3.95645
head,6.46538,7.07472,2.42808,6.46538,6.95567,2.42808,7.21874,258.258,0,-687.221,5.89497,172.225,0,-687.221,-74.4701,4.03081
head,6.46538,7.92034,2.42808,6.46538,7.93922,2.42808,6.87498,234.247,0,-769.363,5.91208,173.225,0,-769.363,-62.8554,4.12132
head,6.46538,8.73847,2.42808,6.46538,8.6462,2.42808,6.87498,234.247,0,-848.834,5.73165,162.814,0,-848.834,-62.4712,4.18484
head,6.46538,9.53597,2.42808,6.46538,9.46433,2.42808,6.87504,234.251,0,-926.301,5.73165,162.814,0,-926.301,-64.4785,4.24091
head,6.46538,10.3403,2.42808,6.46538,10.2618,2.42808,6.87504,234.251,0,-1004.44,5.7317,162.817,0,-1004.44,-63.8083,4.29134
