id,x animation,y animation,z animation,x simulation, y simulation,z simulation,vitesse animation,EC animation,ECA animation,EP animation,vitesse simulation,EC simulation,ECA simulation,EP simulation,travail,erreur
head,0,2.64,0,0,2.94283,0,3.17646,50.0057,0,-256.443,0.98,4.75974,0,-256.443,-74.6624,0.385122
head,0,2.244,0,-2.21587e-05,2.37326,0.000400047,3.20001,50.7497,0,-217.977,0.113054,0.063344,0,-217.977,-63.2424,1.54916
head,0,1.893,0,0.00985941,2.32953,-0.0183793,3.1875,50.3537,0,-183.882,0.280524,0.390006,0,-183.882,-92.3674,1.03708
head,0,1.539,0,0.0446394,2.26174,-0.0174103,3,44.604,0,-149.495,0.473432,1.11083,0,-149.495,-113.699,0.845699
head,0,1.188,0,0.0014052,2.22772,-0.00528336,3,44.604,0,-115.399,0.167892,0.139698,0,-115.399,-145.46,0.684947
head,0,0.84,0,0.00950928,2.1606,-0.00828051,3.00001,44.6042,0,-81.5956,0.224976,0.250843,0,-81.5956,-172.634,0.580136
head,0,0.489,0,-0.00131156,2.10206,-0.00171995,3.00001,44.6042,0,-47.5003,0.108207,0.0580289,0,-47.5003,-201.235,0.502878
head,0,0.138,0,0.00957353,2.03884,-0.00290859,3.00001,44.6042,0,-13.405,0.195817,0.190033,0,-13.405,-229.057,0.448167
head,0.452576,0.268562,0.169965,0.00867902,1.99318,-0.000282564,7.90039,309.334,0,-26.0874,0.19068,0.180194,0,-26.0874,-476.679,0.40745
head,1.20903,0.717443,0.45405,1.20687,2.27381,0.453241,7.90039,309.335,0,-69.6907,7.41285,272.334,0,-69.6907,-188.183,1.1241
head,1.96547,1.16632,0.738135,1.96332,2.31557,0.737326,7.90039,309.334,0,-113.294,7.41285,272.334,0,-113.294,-148.635,1.70615
head,2.73485,1.62288,1.02708,2.71977,2.42843,1.02141,7.90039,309.335,0,-157.643,7.41285,272.334,0,-157.643,-115.25,2.18718
head,3.49777,2.0756,1.31359,3.48915,2.52136,1.31035,7.90038,309.333,0,-201.619,7.41285,272.334,0,-201.619,-80.2993,2.58994
head,4.34473,2.57819,1.63167,4.35982,2.6915,1.63733,7.90038,309.333,0,-250.439,7.35507,268.105,0,-250.439,-52.2348,2.9722
head,5.12058,3.03858,1.92304,5.09903,2.94957,1.91494,7.90039,309.335,0,-295.161,7.41284,272.333,0,-295.161,-28.3553,3.25854
head,5.85763,3.47595,2.19984,5.87488,3.40996,2.20631,7.90042,309.337,0,-337.646,7.41285,272.334,0,-337.646,-30.5922,3.50424
head,6.46538,3.98784,2.42808,6.61193,3.84733,2.48311,6.875,234.248,0,-387.37,7.41288,272.336,0,-387.37,51.7364,3.71846
head,6.46538,4.79222,2.42808,6.46538,4.7137,2.42808,6.87501,234.249,0,-465.505,5.73166,162.814,0,-465.505,-63.8081,3.83023
head,6.46538,5.59659,2.42808,6.46538,5.51808,2.42808,6.87501,234.249,0,-543.64,5.73167,162.815,0,-543.64,-63.8074,3.92853
head,6.46538,6.42159,2.42808,6.46538,6.32245,2.42808,6.87499,234.248,0,-623.778,5.73167,162.815,0,-623.778,-61.8026,4.01614
head,6.46538,7.21909,2.42808,6.46538,7.14745,2.42808,6.87501,234.249,0,-701.245,5.73165,162.814,0,-701.245,-64.4763,4.09319
head,6.46538,8.02347,2.42808,6.46538,7.94496,2.42808,6.87498,234.247,0,-779.38,5.73168,162.815,0,-779.38,-63.8056,4.1619
head,6.46538,8.82784,2.42808,6.46538,8.74933,2.42808,6.87497,234.246,0,-857.516,5.73165,162.814,0,-857.516,-63.8061,4.22267
head,6.46538,9.63222,2.42808,6.46538,9.5537,2.42808,6.87498,234.247,0,-935.651,5.73164,162.813,0,-935.651,-63.8075,4.27713
head,6.46538,10.4297,2.42808,6.46538,10.3581,2.42808,6.87498,234.247,0,-1013.12,5.73165,162.814,0,-1013.12,-64.4744,4.32531
head,6.46538,11.2272,2.42808,6.46538,11.1556,2.42808,6.87504,234.251,0,-1090.59,5.73164,162.813,0,-1090.59,-64.4787,4.36829
head,6.46538,12.0316,2.42808,6.46538,11.9531,2.42808,6.87497,234.247,0,-1168.72,5.7317,162.817,0,-1168.72,-63.804,4.40682
head,6.46538,12.836,2.42808,6.46538,12.7575,2.42808,6.87504,234.251,0,-1246.86,5.73164,162.813,0,-1246.86,-63.8112,4.44061
head,6.46538,13.6472,2.42808,6.46538,13.5618,2.42808,6.87509,234.255,0,-1325.66,5.7317,162.817,0,-1325.66,-63.1441,4.47132
head,6.46538,14.4585,2.42808,6.46538,14.3731,2.42808,7.27934,262.612,0,-1404.46,5.73176,162.82,0,-1404.46,-91.4994,4.49831
head,6.46538,15.256,2.42808,6.46538,15.2315,2.42808,6.87498,234.247,0,-1481.93,6.13601,186.596,0,-1481.93,-45.2743,4.53494
head,6.46538,16.0603,2.42808,6.46538,15.9818,2.42808,6.87498,234.247,0,-1560.06,5.73165,162.814,0,-1560.06,-63.807,4.55558
head,6.46538,16.8647,2.42808,6.46538,16.7862,2.42808,6.87504,234.251,0,-1638.2,5.73165,162.814,0,-1638.2,-63.8106,4.57346
head,6.46538,17.6622,2.42808,6.46538,17.5906,2.42808,6.87504,234.251,0,-1715.67,5.7317,162.817,0,-1715.67,-64.476,4.58808
