id,x animation,y animation,z animation,x simulation, y simulation,z simulation,vitesse animation,EC animation,ECA animation,EP animation,vitesse simulation,EC simulation,ECA simulation,EP simulation,travail,erreur
head,0,2.67,0,0,2.97278,0,2.99999,44.6037,0,-259.357,0.653333,2.11544,0,-259.357,-71.8993,0.237998
head,0,2.316,0,0.00038489,2.38063,0.000638885,2.99999,44.6038,0,-224.971,0.0556958,0.0153736,0,-224.971,-50.866,1.61978
head,0,1.968,0,0.00553429,2.33673,-0.00929766,3.00001,44.6042,0,-191.167,0.192209,0.183095,0,-191.167,-80.2386,1.01967
head,0,1.617,0,0.0351546,2.28008,-0.0169651,3,44.604,0,-157.072,0.401324,0.798219,0,-157.072,-108.215,0.796151
head,0,1.266,0,0.0630556,2.20475,-0.0140042,3,44.604,0,-122.976,0.664504,2.1884,0,-122.976,-133.604,0.726632
head,0,0.915,0,0.0114387,2.16638,-0.0113034,3.18751,50.354,0,-88.8809,0.2775,0.381644,0,-88.8809,-171.528,0.623692
head,0,0.567,0,0.0118862,2.10785,-0.00791105,3.00001,44.6042,0,-55.077,0.240568,0.286817,0,-55.077,-193.992,0.541137
head,0,0.216,0,0.00954001,2.05089,-0.00339756,2.99999,44.6037,0,-20.9817,0.195317,0.189064,0,-20.9817,-222.652,0.479681
head,0.284477,0.16881,0.106835,-0.00455913,2.01633,-0.000591986,7.90039,309.334,0,-16.3978,0.111007,0.061071,0,-16.3978,-488.736,0.433717
head,1.04739,0.621528,0.393348,1.03877,2.24997,0.390111,7.90039,309.334,0,-60.3738,7.41285,272.334,0,-60.3738,-195.183,1.16973
head,1.80384,1.07041,0.677433,1.80168,2.31684,0.676624,7.9004,309.335,0,-103.977,7.41285,272.334,0,-103.977,-158.077,1.76392
head,2.56676,1.52313,0.963946,2.55814,2.40509,0.960709,7.90039,309.334,0,-147.953,7.41286,272.334,0,-147.953,-122.671,2.25228
head,3.3232,1.97201,1.24803,3.32105,2.50612,1.24722,7.90038,309.334,0,-191.556,7.41285,272.334,0,-191.556,-88.8822,2.65947
head,4.07319,2.41705,1.52969,4.0775,2.6439,1.53131,7.90037,309.333,0,-234.787,7.41285,272.334,0,-234.787,-59.0344,3.00326
head,4.82964,2.86594,1.81377,4.82748,2.78843,1.81296,7.90038,309.334,0,-278.39,7.41283,272.332,0,-278.39,-29.4731,3.29684
head,5.59255,3.31865,2.10029,5.58393,3.23731,2.09705,7.90039,309.334,0,-322.366,7.41284,272.333,0,-322.366,-29.0999,3.54937
head,6.349,3.76753,2.38437,6.34685,3.69003,2.38356,7.90039,309.335,0,-365.969,7.41285,272.334,0,-365.969,-29.4725,3.7679
head,6.46538,4.51034,2.42808,7.10329,4.13892,2.66764,6.87501,234.249,0,-438.124,7.41285,272.334,0,-438.124,74.1644,3.95813
head,6.46538,5.32847,2.42808,6.46538,5.2362,2.42808,7.27942,262.619,0,-517.595,5.73167,162.815,0,-517.595,-90.8413,4.05288
head,6.46538,6.11909,2.42808,6.46538,6.10151,2.42808,6.87498,234.247,0,-594.394,6.13609,186.601,0,-594.394,-45.9382,4.15633
head,6.46538,6.92347,2.42808,6.46538,6.84495,2.42808,6.87501,234.249,0,-672.529,5.73165,162.814,0,-672.529,-63.8086,4.22879
head,6.46538,7.72097,2.42808,6.46538,7.5538,2.42808,6.87501,234.249,0,-749.996,5.89501,172.227,0,-749.996,-45.7842,4.28909
head,6.46538,8.53909,2.42808,6.46538,8.44683,2.42808,7.2794,262.617,0,-829.467,5.73167,162.815,0,-829.467,-90.8394,4.34641
head,6.46538,9.33659,2.42808,6.46538,9.31213,2.42808,6.87504,234.251,0,-906.934,6.13606,186.6,0,-906.934,-45.2753,4.41392
head,6.46538,10.1547,2.42808,6.46538,10.0625,2.42808,6.87504,234.251,0,-986.405,5.7317,162.817,0,-986.405,-62.4727,4.45908
head,6.46538,10.9385,2.42808,6.46538,10.8806,2.42808,6.87498,234.247,0,-1062.54,5.7317,162.817,0,-1062.54,-65.8079,4.49784
head,6.46538,11.7428,2.42808,6.46538,11.6643,2.42808,6.87504,234.251,0,-1140.67,5.73165,162.814,0,-1140.67,-63.8107,4.53264
head,6.46538,12.5472,2.42808,6.46538,12.4687,2.42808,6.87498,234.247,0,-1218.81,5.7317,162.817,0,-1218.81,-63.8045,4.56314
head,6.46538,13.3516,2.42808,6.46538,13.2731,2.42808,6.87498,234.247,0,-1296.94,5.73165,162.814,0,-1296.94,-63.807,4.59052
head,6.46538,14.156,2.42808,6.46538,14.0775,2.42808,6.87492,234.243,0,-1375.08,5.73165,162.814,0,-1375.08,-63.8026,4.61456
head,6.46538,14.9672,2.42808,6.46538,14.8818,2.42808,7.27945,262.621,0,-1453.88,5.73159,162.81,0,-1453.88,-91.5153,4.63535
head,6.46538,15.7647,2.42808,6.46538,15.7403,2.42808,6.87504,234.251,0,-1531.35,6.13612,186.603,0,-1531.35,-45.2726,4.66622
head,6.46538,16.576,2.42808,6.46538,16.4906,2.42808,6.87493,234.244,0,-1610.15,5.7317,162.817,0,-1610.15,-63.1333,4.68166
head,6.46538,17.3735,2.42808,6.46538,17.3018,2.42808,6.87498,234.247,0,-1687.62,5.7316,162.811,0,-1687.62,-64.4769,4.69412
head,6.46538,18.1778,2.42808,6.46538,18.0993,2.42808,6.87504,234.251,0,-1765.75,5.73165,162.814,0,-1765.75,-63.8107,4.70492
head,6.46538,18.9822,2.42808,6.46538,18.9037,2.42808,6.87492,234.243,0,-1843.89,5.7317,162.817,0,-1843.89,-63.8002,4.7139
head,6.46538,19.7866,2.42808,6.46538,19.7081,2.42808,6.87504,234.251,0,-1922.02,5.73159,162.81,0,-1922.02,-63.8138,4.72143
head,6.46538,20.591,2.42808,6.46538,20.5125,2.42808,6.87498,234.247,0,-2000.16,5.7317,162.817,0,-2000.16,-63.8042,4.72734
head,6.46538,21.3953,2.42808,6.46538,21.3168,2.42808,6.87497,234.247,0,-2078.29,5.73165,162.814,0,-2078.29,-63.8065,4.73141
head,6.46538,22.1997,2.42808,6.46538,22.1212,2.42808,6.87498,234.247,0,-2156.43,5.73164,162.813,0,-2156.43,-63.8075,4.73445
head,6.46538,23.0041,2.42808,6.46538,22.9256,2.42808,6.87504,234.251,0,-2234.56,5.73165,162.814,0,-2234.56,-63.8106,4.7362
head,6.46538,23.8153,2.42808,6.46538,23.73,2.42808,7.33325,266.516,0,-2313.37,5.7317,162.817,0,-2313.37,-95.4061,4.73662
