id,x animation,y animation,z animation,x simulation, y simulation,z simulation,vitesse animation,EC animation,ECA animation,EP animation,vitesse simulation,EC simulation,ECA simulation,EP simulation,travail,erreur
head,0,2.634,0,0,2.95917,0,3.075,46.862,0,-255.86,0.816667,3.30538,0,-255.86,-75.1425,0.257125
head,0,2.256,0,-2.27116e-05,2.37458,0.000641642,3,44.6039,0,-219.142,0.0849657,0.0357782,0,-219.142,-56.0871,1.41984
head,0,1.908,0,0.00804447,2.33247,-0.017822,3.00001,44.6042,0,-185.339,0.264042,0.345522,0,-185.339,-85.4903,0.952315
head,0,1.551,0,0.0407419,2.26697,-0.0174539,3.17647,50.0059,0,-150.66,0.442081,0.968578,0,-150.66,-118.585,0.774722
head,0,1.206,0,0.070737,2.18493,-0.0138674,2.99999,44.6037,0,-117.148,0.742026,2.72879,0,-117.148,-136.966,0.728067
head,0,0.855,0,0.00938727,2.16402,-0.00835351,2.99999,44.6037,0,-83.0527,0.224666,0.250154,0,-83.0527,-171.509,0.616067
head,0,0.504,0,0.000670793,2.10234,-0.00215204,3.00001,44.6042,0,-48.9573,0.110543,0.0605612,0,-48.9573,-199.802,0.534342
head,0,0.156,0,0.00957114,2.04115,-0.00300311,3.00001,44.6042,0,-15.1535,0.195644,0.1897,0,-15.1535,-227.533,0.47581
head,0.413784,0.245542,0.155397,0.00848873,1.99275,-0.000256363,8.39416,349.21,0,-23.8514,0.158374,0.124308,0,-23.8514,-518.805,0.431736
head,1.16377,0.690587,0.437054,1.21522,2.29436,0.456377,7.90039,309.334,0,-67.0819,7.9024,309.492,0,-67.0819,-155.629,1.1957
head,1.92668,1.1433,0.723567,1.91806,2.3086,0.720329,7.9004,309.335,0,-111.058,7.41285,272.334,0,-111.058,-150.196,1.77149
head,2.68313,1.59219,1.00765,2.68098,2.42288,1.00684,7.90037,309.333,0,-154.661,7.41286,272.334,0,-154.661,-117.69,2.24691
head,3.43312,2.03723,1.28931,3.43742,2.52136,1.29093,7.90039,309.335,0,-197.892,7.41284,272.333,0,-197.892,-84.0287,2.64476
head,4.18956,2.48611,1.57339,4.18741,2.64832,1.57258,7.90039,309.335,0,-241.495,7.41285,272.334,0,-241.495,-52.757,2.98226
head,4.93955,2.93116,1.85505,4.94386,2.85749,1.85667,8.42705,351.951,0,-284.726,7.41285,272.334,0,-284.726,-72.4613,3.27059
head,5.696,3.38004,2.13913,5.74413,3.33238,2.15721,7.90038,309.334,0,-328.329,7.93501,312.052,0,-328.329,7.34787,3.55228
head,6.45245,3.82892,2.42322,6.45029,3.75142,2.42241,7.90042,309.337,0,-371.932,7.41284,272.333,0,-371.932,-29.4749,3.76645
