id,x animation,y animation,z animation,x simulation, y simulation,z simulation,vitesse animation,EC animation,ECA animation,EP animation,vitesse simulation,EC simulation,ECA simulation,EP simulation,travail,erreur
head,0,2.697,0,0,2.99183,0,2.99999,44.6036,0,-261.98,0.326667,0.52886,0,-261.98,-72.7142,0.116093
head,0,2.307,0,0.000426861,2.3764,0,3,44.6041,0,-224.096,0.0258411,0.00330944,0,-224.096,-51.3425,2.28165
head,0,1.986,0,0.00496211,2.34196,-0.015157,3,44.604,0,-192.915,0.211604,0.22191,0,-192.915,-78.959,1.31229
head,0,1.635,0,0.0334287,2.2839,-0.0168287,3,44.6041,0,-158.82,0.389248,0.750904,0,-158.82,-106.886,0.973647
head,0,1.284,0,0.0618949,2.2093,-0.0139916,3,44.6041,0,-124.725,0.653158,2.1143,0,-124.725,-132.371,0.854982
head,0,0.933,0,0.0112393,2.16994,-0.0113824,2.99999,44.6038,0,-90.6294,0.276964,0.380169,0,-90.6294,-164.377,0.722288
head,0,0.585,0,0.0117442,2.11129,-0.00766153,3.00001,44.6042,0,-56.8255,0.238336,0.281521,0,-56.8255,-192.583,0.619324
head,0,0.234,0,0.00952489,2.0537,-0.00350923,3.00001,44.6042,0,-22.7302,0.195329,0.189088,0,-22.7302,-221.176,0.544755
head,0.239219,0.141954,0.0898388,-0.00374339,2.0168,-0.000442234,7.90039,309.334,0,-13.7891,0.0899794,0.0401253,0,-13.7891,-491.413,0.487865
head,1.0086,0.598509,0.37878,0.993513,2.24866,0.373114,7.90039,309.334,0,-58.1377,7.41285,272.334,0,-58.1377,-197.292,1.24083
head,1.75212,1.03972,0.658009,1.76289,2.31385,0.662056,7.90038,309.334,0,-100.996,7.41285,272.334,0,-100.996,-160.766,1.84429
head,2.51503,1.49243,0.944521,2.50641,2.39751,0.941284,7.90039,309.335,0,-144.972,7.41284,272.333,0,-144.972,-124.918,2.33824
head,3.26502,1.93748,1.22618,3.26933,2.50277,1.2278,7.9004,309.335,0,-188.202,7.41285,272.334,0,-188.202,-91.9124,2.74779
head,4.02146,2.38636,1.51026,4.01931,2.63435,1.50945,7.90037,309.333,0,-231.805,7.41286,272.335,0,-231.805,-61.0868,3.09221
head,4.79731,2.84675,1.80163,4.77576,2.75774,1.79354,7.90041,309.336,0,-276.527,7.41283,272.332,0,-276.527,-28.3571,3.38485
head,5.63134,3.34167,2.11485,5.65936,3.2603,2.12538,7.90036,309.332,0,-324.602,7.3551,268.107,0,-324.602,-33.3206,3.66197
head,6.39426,3.79439,2.40137,6.38563,3.71305,2.39813,7.90041,309.336,0,-368.578,7.41282,272.332,0,-368.578,-29.1034,3.87485
head,6.46538,4.55159,2.42808,7.14856,4.16577,2.68464,6.875,234.248,0,-442.131,7.41287,272.336,0,-442.131,75.5651,4.05893
head,6.46538,5.36284,2.42808,6.46538,5.27745,2.42808,6.87501,234.249,0,-520.934,5.73166,162.814,0,-520.934,-63.1403,4.14857
head,6.46538,6.28409,2.42808,6.46538,6.18151,2.42808,6.87499,234.247,0,-610.422,5.56834,153.668,0,-610.422,-70.6149,4.23311
head,6.46538,7.08847,2.42808,6.46538,7.00995,2.42808,7.2794,262.617,0,-688.557,5.73165,162.814,0,-688.557,-92.176,4.30136
head,6.46538,7.89284,2.42808,6.46538,7.86151,2.42808,6.87499,234.248,0,-766.692,6.13606,186.6,0,-766.692,-44.6043,4.38048
head,6.46538,8.68347,2.42808,6.46538,8.6187,2.42808,6.87504,234.251,0,-843.491,5.73165,162.814,0,-843.491,-65.1461,4.43226
head,6.46538,9.48784,2.42808,6.46538,9.40933,2.42808,6.87504,234.251,0,-921.626,5.7317,162.817,0,-921.626,-63.8082,4.47876
head,6.46538,10.2922,2.42808,6.46538,10.2137,2.42808,6.87504,234.251,0,-999.761,5.7317,162.817,0,-999.761,-63.8082,4.52003
