id,x animation,y animation,z animation,x simulation, y simulation,z simulation,vitesse animation,EC animation,ECA animation,EP animation,vitesse simulation,EC simulation,ECA simulation,EP simulation,travail,erreur
head,0,2.577,0,0,2.94283,0,3.00001,44.6042,0,-250.324,0.98,4.75974,0,-250.324,-75.3806,0.573606
head,0,2.178,0,-0.000611845,2.36459,-0.00106755,2.99999,44.6038,0,-211.566,0.155575,0.119954,0,-211.566,-62.6088,1.19971
head,0,1.827,0,0.0145965,2.31678,-0.0208651,3,44.604,0,-177.47,0.311819,0.481878,0,-177.47,-91.6985,0.853069
head,0,1.479,0,0.0477567,2.2483,-0.0181996,3.00001,44.6042,0,-143.667,0.496186,1.22017,0,-143.667,-118.112,0.72206
head,0,1.128,0,0.00804153,2.21179,-0.0108541,3.00001,44.6042,0,-109.571,0.234564,0.272679,0,-109.571,-149.608,0.599575
head,0,0.777,0,0.0099105,2.14909,-0.00802529,2.99999,44.6037,0,-75.4759,0.226023,0.253184,0,-75.4759,-177.633,0.511221
head,0,0.423,0,0.00787812,2.0832,-0.00500693,3.00001,44.6042,0,-41.0892,0.185326,0.170218,0,-41.0892,-205.702,0.449146
head,0,0.072,0,0.00956037,2.02877,-0.00249149,3.00001,44.6042,0,-6.99391,0.197054,0.192442,0,-6.99391,-234.488,0.402211
head,0.60128,0.356803,0.225811,0.00750508,1.99379,-0.000121898,7.90039,309.334,0,-34.659,0.151236,0.113356,0,-34.659,-468.234,0.366669
head,1.35126,0.801848,0.507468,1.35557,2.28399,0.509086,7.90039,309.334,0,-77.8896,7.41285,272.334,0,-77.8896,-180.972,1.07658
head,2.10771,1.25073,0.791553,2.10556,2.33736,0.790744,7.90039,309.334,0,-121.493,7.41285,272.334,0,-121.493,-142.553,1.65488
head,2.86416,1.69961,1.07564,2.86201,2.44848,1.07483,7.90039,309.334,0,-165.096,7.41285,272.334,0,-165.096,-109.744,2.13352
head,3.62061,2.14849,1.35972,3.61846,2.5533,1.35891,7.90038,309.334,0,-208.699,7.41285,272.334,0,-208.699,-76.3227,2.53502
head,4.37706,2.59737,1.64381,4.37491,2.68033,1.643,7.90038,309.333,0,-252.303,7.41284,272.333,0,-252.303,-45.0583,2.87588
head,5.12704,3.04242,1.92546,5.13135,2.96875,1.92708,7.90038,309.333,0,-295.533,7.41284,272.333,0,-295.533,-29.8444,3.1677
head,5.88996,3.49514,2.21198,5.88134,3.4138,2.20874,7.90039,309.335,0,-339.509,7.41284,272.333,0,-339.509,-29.1005,3.41992
head,6.46538,4.02909,2.42808,6.64425,3.86652,2.49525,6.87501,234.249,0,-391.376,7.41285,272.334,0,-391.376,53.8771,3.63895
head,6.46538,4.83347,2.42808,6.46538,4.75495,2.42808,6.87498,234.247,0,-469.512,5.73167,162.815,0,-469.512,-63.8057,3.75485
head,6.46538,5.63097,2.42808,6.46538,5.55933,2.42808,6.87498,234.247,0,-546.979,5.73165,162.814,0,-546.979,-64.4744,3.8566
head,6.46538,6.43534,2.42808,6.46538,6.35683,2.42808,6.87498,234.247,0,-625.114,5.73164,162.813,0,-625.114,-63.8068,3.9471
head,6.46538,7.23972,2.42808,6.46538,7.1612,2.42808,6.87504,234.251,0,-703.249,5.73164,162.813,0,-703.249,-63.8108,4.02766
head,6.46538,8.04409,2.42808,6.46538,7.96558,2.42808,6.87498,234.247,0,-781.384,5.7317,162.817,0,-781.384,-63.8041,4.09881
head,6.46538,8.84847,2.42808,6.46538,8.76995,2.42808,6.87498,234.247,0,-859.519,5.73164,162.813,0,-859.519,-63.8072,4.16265
head,6.46538,9.65284,2.42808,6.46538,9.57433,2.42808,6.87498,234.247,0,-937.654,5.73165,162.814,0,-937.654,-63.8069,4.2196
head,6.46538,10.4572,2.42808,6.46538,10.3787,2.42808,6.87498,234.247,0,-1015.79,5.73165,162.814,0,-1015.79,-63.807,4.27017
