id,x animation,y animation,z animation,x simulation, y simulation,z simulation,vitesse animation,EC animation,ECA animation,EP animation,vitesse simulation,EC simulation,ECA simulation,EP simulation,travail,erreur
head,0,2.661,0,0,2.97278,0,3,44.6041,0,-258.483,0.653333,2.11544,0,-258.483,-72.774,0.271417
head,0,2.298,0,0.000259857,2.37459,0.000555262,3.00001,44.6042,0,-223.222,0.1226,0.0744926,0,-223.222,-51.9697,1.61862
head,0,1.956,0,0.00547553,2.34031,-0.015611,2.99999,44.6038,0,-190.001,0.217719,0.234921,0,-190.001,-81.6999,1.01209
head,0,1.539,0,0.0413545,2.27555,-0.0219102,3,44.604,0,-149.495,0.436591,0.944672,0,-149.495,-115.206,0.770241
head,0,1.137,0,0.00284566,2.22852,-0.00749031,3,44.6039,0,-110.445,0.165181,0.135223,0,-110.445,-150.496,0.604529
head,0,0.795,0,0.00985086,2.15083,-0.00806474,3.15789,49.4226,0,-77.2244,0.225864,0.252828,0,-77.2244,-180.872,0.514759
head,0,0.438,0,0.00775675,2.086,-0.00511573,3,44.6039,0,-42.5463,0.184989,0.1696,0,-42.5463,-204.517,0.45174
head,0,0.0539999,0,0.0129018,2.02872,-0.00354817,3.00001,44.6042,0,-5.24542,0.250737,0.311579,0,-5.24542,-236.112,0.398885
head,0.633607,0.375986,0.237951,0.00651989,1.99368,-8.60699e-05,7.90039,309.334,0,-36.5224,0.121585,0.073264,0,-36.5224,-466.4,0.362884
head,1.39006,0.824868,0.522036,1.3879,2.28625,0.521227,7.90039,309.334,0,-80.1257,7.41285,272.334,0,-80.1257,-178.956,1.07263
head,2.15297,1.27759,0.808549,2.14435,2.34327,0.805312,7.90038,309.334,0,-124.102,7.41285,272.334,0,-124.102,-140.518,1.65092
head,2.90295,1.72263,1.09021,2.90727,2.45475,1.09182,7.90038,309.334,0,-167.332,7.41285,272.334,0,-167.332,-108.117,2.12842
head,3.67233,2.17918,1.37915,3.65725,2.56233,1.37348,8.39416,349.209,0,-211.681,7.41284,272.333,0,-211.681,-114.094,2.53018
head,4.44171,2.63574,1.66809,4.47377,2.72061,1.68013,7.90037,309.333,0,-256.029,7.90239,309.491,0,-256.029,-8.08588,2.90662
head,5.18523,3.07695,1.94732,5.19601,3.00712,1.95136,7.90038,309.334,0,-298.887,7.41283,272.333,0,-298.887,-30.2181,3.19559
head,5.95461,3.5335,2.23626,5.93953,3.44833,2.23059,8.33931,344.66,0,-343.236,7.41284,272.333,0,-343.236,-64.0532,3.44537
head,6.46538,4.08409,2.42808,6.75081,3.92975,2.53527,6.87499,234.248,0,-396.719,7.84798,305.244,0,-396.719,85.9887,3.68793
head,6.46538,4.99159,2.42808,6.46538,4.90276,2.42808,6.87504,234.251,0,-484.871,5.56833,153.667,0,-484.871,-71.955,3.80986
head,6.46538,5.80284,2.42808,6.46538,5.71746,2.42808,7.2794,262.617,0,-563.674,5.7317,162.817,0,-563.674,-91.5058,3.90766
head,6.46538,6.63472,2.42808,6.46538,6.57588,2.42808,7.23683,259.554,0,-644.481,6.13606,186.6,0,-644.481,-67.2397,4.01538
head,6.46538,7.43222,2.42808,6.46538,7.40279,2.42808,7.27942,262.619,0,-721.948,6.0935,184.02,0,-721.948,-75.7404,4.10786
head,6.46538,8.22284,2.42808,6.46538,8.20526,2.42808,6.87497,234.247,0,-798.747,6.13609,186.601,0,-798.747,-45.9376,4.1923
head,6.46538,9.02034,2.42808,6.46538,8.9487,2.42808,6.87504,234.251,0,-876.215,5.73164,162.813,0,-876.215,-64.4789,4.2511
head,6.46538,9.83159,2.42808,6.46538,9.74621,2.42808,6.87498,234.247,0,-955.017,5.7317,162.817,0,-955.017,-63.1367,4.3033
head,6.46538,10.6428,2.42808,6.46538,10.5575,2.42808,6.87498,234.247,0,-1033.82,5.73165,162.814,0,-1033.82,-63.1391,4.3501
