id,x animation,y animation,z animation,x simulation, y simulation,z simulation,vitesse animation,EC animation,ECA animation,EP animation,vitesse simulation,EC simulation,ECA simulation,EP simulation,travail,erreur
head,114,114,114,0,2.95917,0,1732.05,1.4868e+07,0,-11073.7,0.816667,3.30538,0,-11073.7,-1.48572e+07,0.326041
head,227,227,227,197.333,197.293,197.333,1732.05,1.4868e+07,0,-22050.2,1731.58,1.48599e+07,0,-22050.2,-5205.29,857.945
head,344,344,344,343.667,343.59,343.667,1732.05,1.4868e+07,0,-33415.3,1731.39,1.48567e+07,0,-33415.3,-11286.2,1205.18
head,460,460,460,460.667,460.59,460.667,1732.05,1.4868e+07,0,-44683.3,1731.39,1.48567e+07,0,-44683.3,-11383.4,1346.22
head,577,577,577,576.667,576.59,576.667,1732.05,1.4868e+07,0,-56048.4,1731.39,1.48567e+07,0,-56048.4,-11286.2,1420.92
head,694,694,694,693.667,693.59,693.667,1732.05,1.4868e+07,0,-67413.5,1731.39,1.48567e+07,0,-67413.5,-11286.2,1465.77
head,810,810,810,810.667,810.59,810.667,1732.05,1.4868e+07,0,-78681.5,1731.39,1.48567e+07,0,-78681.5,-11383.4,1494.76
head,927,927,927,926.667,926.796,926.667,1732.05,1.4868e+07,0,-90046.6,1731.39,1.48567e+07,0,-90046.6,-11306.2,1514.41
head,1044,1044,1044,1043.67,1043.59,1043.67,1732.05,1.4868e+07,0,-101412,1731.39,1.48567e+07,0,-101412,-11286.2,1527.96
head,1160,1160,1160,1160.67,1160.59,1160.67,1732.05,1.4868e+07,0,-112680,1731.39,1.48567e+07,0,-112680,-11383.4,1537.24
head,1277,1277,1277,1276.67,1276.59,1276.67,1732.05,1.4868e+07,0,-124045,1731.39,1.48567e+07,0,-124045,-11286.2,1543.68
head,1394,1394,1394,1393.67,1393.59,1393.67,1732.05,1.4868e+07,0,-135410,1731.39,1.48567e+07,0,-135410,-11286.2,1547.94
head,1511,1511,1511,1510.67,1510.59,1510.67,1732.05,1.4868e+07,0,-146775,1731.39,1.48567e+07,0,-146775,-11286.2,1550.53
head,1628,1628,1628,1627.67,1627.59,1627.67,1732.05,1.4868e+07,0,-158140,1731.39,1.48567e+07,0,-158140,-11286.2,1551.84
head,1744,1744,1744,1744.67,1744.59,1744.67,1732.05,1.4868e+07,0,-169408,1731.39,1.48567e+07,0,-169408,-11383.4,1551.91
head,1862,1862,1862,1860.67,1860.59,1860.67,1732.05,1.4868e+07,0,-180870,1731.39,1.48567e+07,0,-180870,-11189.1,1551.5
head,1978,1978,1978,1978.67,1978.59,1978.67,1732.05,1.4868e+07,0,-192138,1731.39,1.48567e+07,0,-192138,-11383.4,1550.11
head,2095,2095,2095,2094.67,2094.59,2094.67,1732.05,1.4868e+07,0,-203503,1731.39,1.48567e+07,0,-203503,-11286.2,1548.36
head,2212,2212,2212,2211.67,2211.59,2211.67,1732.05,1.4868e+07,0,-214868,1731.39,1.48567e+07,0,-214868,-11286.2,1546.15
head,2328,2328,2328,2328.67,2328.59,2328.67,1732.05,1.4868e+07,0,-226136,1731.39,1.48567e+07,0,-226136,-11383.4,1543.32
head,2445,2445,2445,2444.67,2444.59,2444.67,1732.05,1.4868e+07,0,-237501,1731.39,1.48567e+07,0,-237501,-11286.2,1540.17
head,2562,2562,2562,2561.67,2561.59,2561.67,1732.05,1.4868e+07,0,-248867,1731.39,1.48567e+07,0,-248867,-11286.2,1536.84
head,2679,2679,2679,2678.67,2678.59,2678.67,1840.3,1.67846e+07,0,-260232,1731.39,1.48567e+07,0,-260232,-1.92787e+06,1533.27
head,2795,2795,2795,2802.96,2802.88,2802.96,1732.05,1.4868e+07,0,-271500,1839.64,1.67725e+07,0,-271500,1.90378e+06,1534.08
head,2912,2912,2912,2911.67,2911.59,2911.67,1732.05,1.4868e+07,0,-282865,1731.39,1.48567e+07,0,-282865,-11286.2,1530.02
head,3028,3028,3028,3028.67,3028.59,3028.67,1732.05,1.4868e+07,0,-294133,1731.39,1.48567e+07,0,-294133,-11383.3,1525.69
head,3162,3162,3162,3161.33,3161.24,3161.33,1732.05,1.4868e+07,0,-307149,1731.3,1.48551e+07,0,-307149,-12868.7,1520.74
head,3279,3279,3279,3278.67,3278.59,3278.67,1732.05,1.4868e+07,0,-318514,1731.39,1.48567e+07,0,-318514,-11286.2,1516.04
head,3412,3412,3412,3395.67,3395.59,3395.67,1732.05,1.4868e+07,0,-331434,1731.39,1.48567e+07,0,-331434,-9732.03,1512.08
head,3529,3529,3529,3528.67,3528.59,3528.67,1732.05,1.4868e+07,0,-342799,1731.39,1.48567e+07,0,-342799,-11286.2,1507.23
head,3645,3645,3645,3645.67,3645.59,3645.67,1732.05,1.4868e+07,0,-354067,1731.39,1.48567e+07,0,-354067,-11383.3,1502.06
head,3762,3762,3762,3761.67,3761.59,3761.67,1732.05,1.4868e+07,0,-365432,1731.39,1.48567e+07,0,-365432,-11286.2,1496.92
head,3879,3879,3879,3878.67,3878.59,3878.67,1732.05,1.4868e+07,0,-376797,1731.39,1.48567e+07,0,-376797,-11286.2,1491.72
head,3996,3996,3996,3995.67,3995.59,3995.67,1732.05,1.4868e+07,0,-388162,1731.39,1.48567e+07,0,-388162,-11286.2,1486.68
head,4112,4112,4112,4112.67,4112.59,4112.67,1732.05,1.4868e+07,0,-399430,1731.39,1.48567e+07,0,-399430,-11383.3,1481.26
head,4229,4229,4229,4228.67,4228.59,4228.67,1732.05,1.4868e+07,0,-410795,1731.39,1.48567e+07,0,-410795,-11286.2,1476.12
head,4346,4346,4346,4345.67,4345.59,4345.67,1732.05,1.4868e+07,0,-422160,1731.39,1.48567e+07,0,-422160,-11286.2,1470.82
head,4463,4463,4463,4462.67,4462.59,4462.67,1732.05,1.4868e+07,0,-433525,1731.39,1.48567e+07,0,-433525,-11286.2,1465.58
head,4579,4579,4579,4579.67,4579.59,4579.67,1732.05,1.4868e+07,0,-444793,1731.39,1.48567e+07,0,-444793,-11383.3,1460.09
head,4696,4696,4696,4695.67,4695.59,4695.67,1732.05,1.4868e+07,0,-456158,1731.39,1.48567e+07,0,-456158,-11286.2,1454.78
head,4813,4813,4813,4812.67,4812.59,4812.67,1732.05,1.4868e+07,0,-467523,1731.39,1.48567e+07,0,-467523,-11286.2,1449.32
head,4930,4930,4930,4929.67,4929.59,4929.67,1840.3,1.67846e+07,0,-478888,1731.39,1.48567e+07,0,-478888,-1.92787e+06,1443.84
