id,x animation,y animation,z animation,x simulation, y simulation,z simulation,vitesse animation,EC animation,ECA animation,EP animation,vitesse simulation,EC simulation,ECA simulation,EP simulation,travail,erreur
head,0,2.694,0,0,2.99183,0,3,44.6039,0,-261.689,0.326667,0.52886,0,-261.689,-73.0059,0.174322
head,0,2.382,0,0,2.33683,0,2.99999,44.6038,0,-231.382,3.98,78.5049,0,-231.382,38.2885,2.59545
head,0,2.043,0,0.00148754,2.34633,-0.00723017,3.00001,44.6042,0,-198.452,0.177531,0.1562,0,-198.452,-73.9128,1.60568
head,0,1.668,0,0.0278767,2.29569,-0.0164254,3,44.604,0,-162.026,0.352404,0.615478,0,-162.026,-104.96,1.14805
head,0,1.293,0,0.0683054,2.21179,-0.018205,3,44.6041,0,-125.599,0.668469,2.21459,0,-125.599,-131.638,0.960364
head,0,0.942,0,0.0115864,2.17191,-0.0113135,3.00001,44.6042,0,-91.5036,0.276478,0.378838,0,-91.5036,-163.696,0.807477
head,0,0.573,0,0.0116978,2.11311,-0.00772214,2.99999,44.6038,0,-55.6598,0.238337,0.281522,0,-55.6598,-193.925,0.692387
head,0,0.243,0,0.00953528,2.05183,-0.00343484,2.99999,44.6037,0,-23.6044,0.195316,0.189063,0,-23.6044,-220.12,0.608906
head,0.25215,0.149627,0.094695,-0.00569223,2.01559,-0.00194539,7.90039,309.334,0,-14.5344,0.0702321,0.0244457,0,-14.5344,-490.565,0.54274
head,0.989203,0.586999,0.371496,1.00644,2.24903,0.37797,7.90039,309.334,0,-57.0197,7.41285,272.334,0,-57.0197,-198.446,1.28744
head,1.74565,1.03588,0.65558,1.7435,2.31237,0.654771,7.90039,309.335,0,-100.623,7.41285,272.334,0,-100.623,-160.995,1.88692
head,2.5021,1.48476,0.939665,2.49995,2.39656,0.938856,7.90038,309.334,0,-144.226,7.41285,272.334,0,-144.226,-125.57,2.37702
head,3.24562,1.92597,1.21889,3.2564,2.50113,1.22294,7.90038,309.334,0,-187.084,7.41284,272.333,0,-187.084,-92.8703,2.78359
head,4.13138,2.45158,1.55154,4.10767,2.67321,1.54264,7.90039,309.334,0,-238.141,7.35507,268.105,0,-238.141,-62.757,3.16788
head,4.8749,2.89279,1.83077,4.88567,2.82296,1.83482,7.90042,309.337,0,-280.999,7.41285,272.334,0,-280.999,-30.2198,3.45138
head,5.63134,3.34167,2.11485,5.62919,3.26417,2.11405,8.42705,351.951,0,-324.602,7.41288,272.336,0,-324.602,-72.087,3.69495
head,6.37486,3.78288,2.39408,6.43592,3.74289,2.41702,7.90038,309.334,0,-367.46,7.93502,312.052,0,-367.46,6.60294,3.93725
head,6.46538,4.54472,2.42808,7.12916,4.15426,2.67736,6.87501,234.249,0,-441.463,7.41284,272.333,0,-441.463,76.0123,4.11944
head,6.46538,5.34909,2.42808,6.46538,5.27058,2.42808,6.87501,234.249,0,-519.598,5.73168,162.815,0,-519.598,-63.8075,4.20587
head,6.46538,6.14659,2.42808,6.46538,6.07496,2.42808,6.87498,234.247,0,-597.065,5.73168,162.815,0,-597.065,-64.4732,4.28139
head,6.46538,6.94409,2.42808,6.46538,6.87245,2.42808,6.87498,234.247,0,-674.533,5.73164,162.813,0,-674.533,-64.4749,4.34765
head,6.46538,7.75534,2.42808,6.46538,7.66995,2.42808,7.30473,264.447,0,-753.336,5.73165,162.814,0,-753.336,-93.3392,4.40625
head,6.46538,8.55284,2.42808,6.46538,8.53134,2.42808,6.87498,234.247,0,-830.803,6.16139,188.144,0,-830.803,-44.015,4.47721
head,6.46538,9.36409,2.42808,6.46538,9.2787,2.42808,6.87504,234.251,0,-909.606,5.73165,162.814,0,-909.606,-63.1429,4.52294
head,6.46538,10.1685,2.42808,6.46538,10.09,2.42808,6.87504,234.251,0,-987.741,5.7317,162.817,0,-987.741,-63.8082,4.56286
