id,x animation,y animation,z animation,x simulation, y simulation,z simulation,vitesse animation,EC animation,ECA animation,EP animation,vitesse simulation,EC simulation,ECA simulation,EP simulation,travail,erreur
head,0,2.667,0,0,2.98367,0,2.99999,44.6037,0,-259.066,0.49,1.18994,0,-259.066,-74.174,0.185544
head,0,2.313,0,0.000343162,2.37861,0.00061097,3.00001,44.6042,0,-224.679,0.075385,0.0281644,0,-224.679,-50.9497,1.74022
head,0,1.965,0,0.00580674,2.33555,-0.00885117,3,44.604,0,-190.875,0.188702,0.176475,0,-190.875,-80.4217,1.06091
head,0,1.611,0,0.0354403,2.27943,-0.0169884,2.99999,44.6038,0,-156.489,0.403349,0.806292,0,-156.489,-108.728,0.817109
head,0,1.263,0,0.063429,2.20322,-0.0140092,2.99999,44.6037,0,-122.685,0.668209,2.21287,0,-122.685,-133.722,0.740872
head,0,0.912,0,0.011472,2.16578,-0.0112897,2.99999,44.6037,0,-88.5895,0.277589,0.381887,0,-88.5895,-166.011,0.633065
head,0,0.555,0,0.0118482,2.10703,-0.00751834,2.99999,44.6038,0,-53.9114,0.238304,0.281445,0,-53.9114,-195.082,0.547078
head,0,0.204,0,0.00954853,2.04903,-0.00332281,2.99999,44.6038,0,-19.8161,0.195333,0.189096,0,-19.8161,-223.636,0.483436
head,0.310338,0.184156,0.116548,-0.0048591,2.01601,-0.000517893,7.90039,309.334,0,-17.8885,0.125144,0.0776155,0,-17.8885,-487.198,0.437148
head,1.06679,0.633038,0.400633,1.06463,2.26446,0.399823,7.90039,309.335,0,-61.4918,7.41285,272.334,0,-61.4918,-195.473,1.18377
head,1.82324,1.08192,0.684717,1.82108,2.29363,0.683908,7.9004,309.335,0,-105.095,7.41285,272.334,0,-105.095,-154.703,1.78479
head,2.57969,1.5308,0.968802,2.57753,2.40792,0.967993,7.90039,309.334,0,-148.698,7.41286,272.334,0,-148.698,-122.201,2.2772
head,3.33613,1.97968,1.25289,3.33398,2.50879,1.25208,7.90036,309.332,0,-192.302,7.41285,272.334,0,-192.302,-88.3947,2.68716
head,4.09258,2.42856,1.53697,4.09043,2.64595,1.53616,7.9004,309.335,0,-235.905,7.41282,272.332,0,-235.905,-58.1196,3.03248
head,4.84257,2.87361,1.81863,4.84688,2.79995,1.82025,7.90039,309.334,0,-279.135,7.41286,272.334,0,-279.135,-29.8446,3.32647
head,5.61841,3.334,2.11,5.59686,3.24499,2.1019,7.9004,309.335,0,-323.857,7.41285,272.334,0,-323.857,-28.3549,3.57938
head,6.3684,3.77904,2.39165,6.37271,3.70538,2.39327,7.90042,309.337,0,-367.087,7.41286,272.334,0,-367.087,-29.8467,3.79762
head,6.46538,4.53784,2.42808,7.12269,4.15043,2.67493,6.87501,234.249,0,-440.795,7.41288,272.336,0,-440.795,75.7197,3.98791
head,6.46538,5.33534,2.42808,6.46538,5.26371,2.42808,6.87501,234.249,0,-518.263,5.73168,162.815,0,-518.263,-64.4752,4.08125
head,6.46538,6.13972,2.42808,6.46538,6.0612,2.42808,6.87498,234.247,0,-596.398,5.73167,162.815,0,-596.398,-63.8057,4.16369
head,6.46538,6.94409,2.42808,6.46538,6.86558,2.42808,6.87498,234.247,0,-674.533,5.73165,162.814,0,-674.533,-63.8069,4.2365
head,6.46538,7.75534,2.42808,6.46538,7.66995,2.42808,6.87504,234.251,0,-753.336,5.73165,162.814,0,-753.336,-63.1427,4.30065
head,6.46538,8.55284,2.42808,6.46538,8.48121,2.42808,6.87498,234.247,0,-830.803,5.7317,162.817,0,-830.803,-64.4722,4.35748
head,6.46538,9.36409,2.42808,6.46538,9.2787,2.42808,6.87504,234.251,0,-909.606,5.73165,162.814,0,-909.606,-63.1429,4.40808
head,6.46538,10.1685,2.42808,6.46538,10.09,2.42808,6.87504,234.251,0,-987.741,5.7317,162.817,0,-987.741,-63.8082,4.45296
head,6.46538,10.966,2.42808,6.46538,10.8943,2.42808,6.87498,234.247,0,-1065.21,5.7317,162.817,0,-1065.21,-64.4725,4.49192
head,6.46538,11.7703,2.42808,6.46538,11.6918,2.42808,6.87504,234.251,0,-1143.34,5.73165,162.814,0,-1143.34,-63.8106,4.5272
head,6.46538,12.5747,2.42808,6.46538,12.4962,2.42808,6.87509,234.255,0,-1221.48,5.7317,162.817,0,-1221.48,-63.8121,4.55838
head,6.46538,13.3791,2.42808,6.46538,13.3006,2.42808,6.87498,234.247,0,-1299.61,5.73176,162.82,0,-1299.61,-63.8019,4.58562
head,6.46538,14.1835,2.42808,6.46538,14.105,2.42808,6.87497,234.246,0,-1377.75,5.73165,162.814,0,-1377.75,-63.8057,4.6091
head,6.46538,14.9878,2.42808,6.46538,14.9093,2.42808,6.87498,234.247,0,-1455.88,5.73163,162.813,0,-1455.88,-63.8076,4.6303
head,6.46538,15.7922,2.42808,6.46538,15.7137,2.42808,7.30467,264.443,0,-1534.02,5.73165,162.814,0,-1534.02,-94.003,4.64819
head,6.46538,16.6035,2.42808,6.46538,16.5682,2.42808,6.87498,234.247,0,-1612.82,6.16133,188.14,0,-1612.82,-42.6822,4.67709
head,6.46538,17.4078,2.42808,6.46538,17.3293,2.42808,6.87498,234.247,0,-1690.96,5.73165,162.814,0,-1690.96,-63.8069,4.69006
head,6.46538,18.2053,2.42808,6.46538,18.1337,2.42808,6.87498,234.247,0,-1768.42,5.73165,162.814,0,-1768.42,-64.4746,4.70071
head,6.46538,19.0097,2.42808,6.46538,18.9312,2.42808,7.30467,264.443,0,-1846.56,5.73165,162.814,0,-1846.56,-94.0027,4.70947
head,6.46538,19.8141,2.42808,6.46538,19.7857,2.42808,6.87498,234.247,0,-1924.69,6.16133,188.14,0,-1924.69,-43.35,4.72884
head,6.46538,20.6116,2.42808,6.46538,20.54,2.42808,6.87492,234.243,0,-2002.16,5.73165,162.814,0,-2002.16,-64.4703,4.73361
head,6.46538,21.4228,2.42808,6.46538,21.3374,2.42808,6.87509,234.255,0,-2080.96,5.73159,162.81,0,-2080.96,-63.1496,4.73783
head,6.46538,22.2203,2.42808,6.46538,22.1487,2.42808,6.87504,234.251,0,-2158.43,5.73176,162.82,0,-2158.43,-64.4734,4.74036
head,6.46538,23.0316,2.42808,6.46538,22.9462,2.42808,6.87498,234.247,0,-2237.23,5.7317,162.817,0,-2237.23,-63.1366,4.74163
head,6.46538,23.8428,2.42808,6.46538,23.7575,2.42808,6.87509,234.255,0,-2316.04,5.73165,162.814,0,-2316.04,-63.1467,4.74233
